Unique Key,Created Date,Closed Date,Agency Name,Complaint Type,Location Type,Incident Zip,Street Name,City,Status,Community Board,Borough
20949491,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10033,ST NICHOLAS AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
20962555,08-03-2011 0:00,08-03-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10033,FORT WASHINGTON AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
20962557,08-03-2011 0:00,08-03-2011 0:00,Department of Transportation,Sidewalk Condition,Sidewalk,10009,1 AVENUE,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
20962558,08-03-2011 0:00,08-04-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10003,EAST 13 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
20962562,08-03-2011 0:00,08-04-2011 0:00,New York City Police Department,Homeless Encampment,Street/Sidewalk,10029,2 AVENUE,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
20962634,08-03-2011 0:00,10-03-2011 0:00,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,10011,WEST 19 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20962648,08-03-2011 0:00,08-10-2011 0:00,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),10031,WEST 152 STREET,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
20961892,08-02-2011 0:00,08-03-2011 0:00,BCC - Manhattan,Dirty Conditions,Sidewalk,10033,AUDOBON AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
20961898,08-02-2011 0:00,08-02-2011 0:00,BCC - Manhattan,Missed Collection (All Materials),Sidewalk,10038,NASSAU STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
20961909,08-02-2011 0:00,08-06-2011 0:00,A - Manhattan,Other Enforcement,Sidewalk,10009,EAST 7 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
20961938,08-02-2011 0:00,08-02-2011 0:00,BCC - Manhattan,Derelict Vehicles,Street,10128,EAST 93 STREET,NEW YORK,Pending,08 MANHATTAN,MANHATTAN
20962001,08-02-2011 0:00,08-02-2011 0:00,BCC - Manhattan,Missed Collection (All Materials),Sidewalk,10009,EAST 7 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
20962007,08-02-2011 0:00,08-03-2011 0:00,A - Canine Task Force Citywide,Dirty Conditions,Sidewalk,10009,EAST 4 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
20962015,08-02-2011 0:00,08-03-2011 0:00,BCC - Manhattan,Missed Collection (All Materials),Sidewalk,10026,WEST 116 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
20962016,08-02-2011 0:00,08-09-2011 0:00,A - Manhattan,Dirty Conditions,Sidewalk,10011,WEST 14 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
20962018,08-02-2011 0:00,08-09-2011 0:00,A - Manhattan,Dirty Conditions,Sidewalk,10021,EAST 76 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
20956582,08-02-2011 0:00,08-03-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10033,WEST 184 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
20956607,08-02-2011 0:00,08-03-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10035,EAST 118 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
20956618,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10014,CHARLES LANE,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
20956620,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10018,WEST 37 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20957178,08-03-2011 0:00,08-03-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10011,WEST 8 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
20957205,08-02-2011 0:00,08-03-2011 0:00,New York City Police Department,Noise - Commercial,Store/Commercial,10029,EAST 116 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
20957221,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10021,3 AVENUE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
20957235,08-02-2011 0:00,08-03-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10031,CONVENT AVENUE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
20957737,08-02-2011 0:00,08-02-2011 0:00,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10031,WEST 138 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
20957738,08-02-2011 0:00,08-02-2011 0:00,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10031,WEST 138 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
20957742,08-02-2011 0:00,08-02-2011 0:00,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10026,WEST 117 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
20957744,08-02-2011 0:00,08-02-2011 0:00,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10025,WEST 92 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
20957767,08-02-2011 0:00,08-03-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10026,ADAM CLAYTON POWELL BOULEVARD,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
20957783,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Vending,Street/Sidewalk,10013,BROADWAY,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
20958256,08-02-2011 0:00,08-05-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10003,2 AVENUE,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
20958759,08-02-2011 0:00,08-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10037,LENOX AVENUE,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
20957798,08-02-2011 0:00,08-03-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10024,BROADWAY,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
20957808,08-02-2011 0:00,09/20/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),10007,READE STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
20957820,08-02-2011 0:00,08-02-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10003,EAST 10 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
20957822,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10017,5 AVENUE,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20958263,08-02-2011 0:00,08-08-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10032,AUDUBON AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
20958292,08-02-2011 0:00,08-05-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10003,2 AVENUE,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
20962409,08-03-2011 0:00,09/16/2011 12:00 AM,Department of Health and Mental Hygiene,Unleashed Dog,Public/Unfenced Area,10021,EAST 74 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
20962423,08-03-2011 0:00,08-03-2011 0:00,Department of Transportation,Street Condition,Street,10006,BROADWAY,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
20962438,08-03-2011 0:00,08-03-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10023,WEST 73 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
20962690,08-03-2011 0:00,08-04-2011 0:00,Department of Parks and Recreation,Damaged Tree,Street,10021,1 AVENUE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
20954532,08-02-2011 0:00,08-12-2011 0:00,Department of Transportation,Street Condition,Street,10036,WEST 48 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
20954546,08-02-2011 0:00,08-02-2011 0:00,Department of Consumer Affairs,Consumer Complaint,,10023,AMSTERDAM AVENUE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
20954564,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10019,WEST 52 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20955016,08-02-2011 0:00,08-12-2011 0:00,Department of Transportation,Street Condition,Street,10036,BROADWAY,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20955021,08-02-2011 0:00,08-04-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,Street Address,10022,MADISON AVENUE,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20955031,08-02-2011 0:00,08-04-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,EAP Inspection - F59,Street Address,10036,WEST 43 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20955032,08-02-2011 0:00,08-02-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,Street Address,10281,VESEY STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
20955037,08-02-2011 0:00,08/16/2011 12:00 AM,Department of Health and Mental Hygiene,Indoor Sewage,3+ Family Apt. Building,10010,EAST 21 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
20955039,08-02-2011 0:00,08/18/2011 12:00 AM,Department of Consumer Affairs,Consumer Complaint,,10029,EAST 106 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
20955546,08-02-2011 0:00,09/15/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10032,RIVERSIDE DRIVE,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
20955564,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10031,ST NICHOLAS AVENUE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
20955566,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10031,ST NICHOLAS AVENUE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
20955927,08-02-2011 0:00,08-03-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10039,WEST 145 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
20955953,08-02-2011 0:00,08-03-2011 0:00,Department of Health and Mental Hygiene,Rodent,Office Building,10012,GREENE STREET,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
20955977,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Urinating in Public,Street/Sidewalk,10011,WEST 22 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
20955978,08-02-2011 0:00,08-03-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10013,MULBERRY STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
20955979,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10029,EAST 102 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
20956347,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10021,2 AVENUE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
20956368,08-02-2011 0:00,08-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10009,EAST 12 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
20956370,08-02-2011 0:00,08-05-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,Street Address,10022,PARK AVENUE,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20949669,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10003,EAST 14 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
20962715,08-03-2011 0:00,08/19/2011 12:00 AM,Department of Consumer Affairs,Consumer Complaint,,10012,BROADWAY,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
20962716,08-03-2011 0:00,08-03-2011 0:00,New York City Police Department,Traffic,Street/Sidewalk,10027,WEST 123 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
20961843,08-02-2011 0:00,08-03-2011 0:00,BCC - Manhattan,Sanitation Condition,Sidewalk,10028,5 AVENUE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
20961849,08-02-2011 0:00,08-03-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10014,7 AVENUE SOUTH,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
20961866,08-02-2011 0:00,08-02-2011 0:00,BCC - Manhattan,Sanitation Condition,Sidewalk,10022,EAST 58 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20961883,08-02-2011 0:00,08-04-2011 0:00,BCC - Manhattan,Litter Basket / Request,Sidewalk,10003,EAST   14 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
20961886,08-02-2011 0:00,08-04-2011 0:00,BCC - Manhattan,Missed Collection (All Materials),Sidewalk,10028,2 AVENUE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
20961887,08-02-2011 0:00,08-03-2011 0:00,BCC - Manhattan,Litter Basket / Request,Sidewalk,10034,WEST  218 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
20961946,08-02-2011 0:00,08-02-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10027,CONVENT AVENUE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
20961977,08-02-2011 0:00,08-09-2011 0:00,A - Manhattan,Dirty Conditions,Sidewalk,10019,WEST 55 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20961981,08-02-2011 0:00,08-09-2011 0:00,A - Manhattan,Dirty Conditions,Sidewalk,10002,CLINTON STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
20961992,08-02-2011 0:00,08-09-2011 0:00,A - Manhattan,Dirty Conditions,Sidewalk,10011,WEST 14 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
20956623,08-02-2011 0:00,08-02-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10003,2 AVENUE,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
20956624,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10019,WEST 49 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
20956650,08-02-2011 0:00,08-03-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10040,SHERMAN AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
20956651,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10039,WEST 149 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
20957287,08-02-2011 0:00,08-11-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10040,WADSWORTH AVENUE,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
20948771,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10039,ADAM CLAYTON POWELL BOULEVARD,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
20962066,08-02-2011 0:00,08-05-2011 0:00,A - Manhattan,Dirty Conditions,Sidewalk,10038,FULTON STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
20962068,08-02-2011 0:00,08-09-2011 0:00,A - Manhattan,Dirty Conditions,Sidewalk,10032,WEST 158 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
20962084,08-02-2011 0:00,08/30/2011 12:00 AM,P - Manhattan and Bronx,Dirty Conditions,Sidewalk,10033,WEST 180 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
20960448,08-02-2011 0:00,08-03-2011 0:00,Department of Environmental Protection,Air Quality,,10011,WEST 15 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20960451,08-02-2011 0:00,08/16/2011 12:00 AM,Department of Environmental Protection,Air Quality,,10014,CORNELIA STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
20960452,08-02-2011 0:00,08-02-2011 0:00,Department of Environmental Protection,Air Quality,,10001,WEST 29 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
20960460,08-02-2011 0:00,08-02-2011 0:00,Department of Environmental Protection,Water System,,10031,WEST  150 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
20960465,08-02-2011 0:00,08-02-2011 0:00,Department of Environmental Protection,Water System,,10031,ST NICHOLAS AVENUE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
20960471,08-02-2011 0:00,08-02-2011 0:00,Department of Environmental Protection,Asbestos,,10032,WEST 167 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
20960473,08-02-2011 0:00,08/14/2011 12:00 AM,Department of Environmental Protection,Noise,,10034,VERMILYEA AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
20960483,08-02-2011 0:00,08-02-2011 0:00,Department of Environmental Protection,Sewer,,10014,CARMINE STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
20956735,08-02-2011 0:00,09-08-2011 0:00,Department of Health and Mental Hygiene,Rodent,Commercial Building,10013,MOTT STREET,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
20957363,08-02-2011 0:00,10/14/2011 12:00 AM,Taxi and Limousine Commission,Taxi Complaint,,10017,EAST 46 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
20958335,08-02-2011 0:00,08-08-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10021,EAST 75 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
20959490,08-02-2011 0:00,08-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10033,ST NICHOLAS AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
20949819,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10026,WEST 112 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
20962337,08-03-2011 0:00,10-03-2011 0:00,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,10022,EAST 52 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
20954586,08-02-2011 0:00,08-03-2011 0:00,Department of Transportation,Street Condition,Street,10003,EAST 6 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
20954590,08-02-2011 0:00,08-04-2011 0:00,Department of Transportation,Street Condition,Street,10026,WEST 115 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
20954631,08-02-2011 0:00,08/18/2011 12:00 AM,Department of Consumer Affairs,Consumer Complaint,,10001,WEST 28 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20955079,08-02-2011 0:00,08-03-2011 0:00,Exemption Unit,DOF Parking - Tax Exemption,Address,10028,EAST 86 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
20955104,08-02-2011 0:00,08-03-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10003,EAST 15 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
20955632,08-02-2011 0:00,10-02-2011 0:00,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,10003,UNIVERSITY PLACE,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
20955634,08-02-2011 0:00,08-03-2011 0:00,Department of Transportation,Street Condition,Street,10013,WORTH STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
20955635,08-02-2011 0:00,08/25/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,Commercial Building,10027,WEST 125 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
20955995,08-02-2011 0:00,08-02-2011 0:00,Department of Consumer Affairs,Consumer Complaint,,10012,MACDOUGAL STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
20956009,08-02-2011 0:00,08-05-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,Street Address,10036,WEST 44 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20956041,08-03-2011 0:00,08-03-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10014,7 AVENUE SOUTH,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
20956042,08-03-2011 0:00,08-03-2011 0:00,Department of Consumer Affairs,Consumer Complaint,,10014,7 AVENUE SOUTH,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
20956402,08-02-2011 0:00,08-02-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10018,WEST 37 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20958370,08-02-2011 0:00,08-05-2011 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10003,2 AVENUE,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
20958384,08-02-2011 0:00,08-08-2011 0:00,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10032,BROADWAY,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
20959551,08-02-2011 0:00,08-07-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10027,MT MORRIS PARK WEST,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
20949862,08-02-2011 0:00,08-03-2011 0:00,Department of Transportation,Street Condition,Street,10007,BROADWAY,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
20949866,08-02-2011 0:00,08-02-2011 0:00,Department of Consumer Affairs,Consumer Complaint,,10031,ST NICHOLAS AVENUE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
20960559,08-02-2011 0:00,08-04-2011 0:00,Department of Environmental Protection,Air Quality,,10023,WEST 69 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
20960561,08-02-2011 0:00,08-03-2011 0:00,Department of Environmental Protection,Noise,,10023,WEST 69 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
20960565,08-02-2011 0:00,08-03-2011 0:00,Department of Environmental Protection,Noise,,10024,WEST 87 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
20960568,08-02-2011 0:00,08-02-2011 0:00,Department of Environmental Protection,Sewer,,10031,RIVERSIDE DRIVE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
20960581,08-02-2011 0:00,08-02-2011 0:00,Department of Environmental Protection,Sewer,,10016,5 AVENUE,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
20960591,08-02-2011 0:00,08-02-2011 0:00,Department of Environmental Protection,Water System,,10003,EAST 13 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
20960592,08-02-2011 0:00,08-03-2011 0:00,Department of Environmental Protection,Noise,,10010,EAST 25 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
20960673,08-02-2011 0:00,08-08-2011 0:00,Department of Environmental Protection,Water System,,10014,PERRY STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
20960680,08-02-2011 0:00,08-02-2011 0:00,Department of Environmental Protection,Water System,,10014,PERRY STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
20960685,08-02-2011 0:00,08-03-2011 0:00,Department of Environmental Protection,Air Quality,,10009,EAST 5 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
20960687,08-02-2011 0:00,08-03-2011 0:00,Department of Environmental Protection,Noise,,10024,WEST END AVENUE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
20960689,08-02-2011 0:00,08-03-2011 0:00,Department of Environmental Protection,Noise,,10009,EAST 5 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
20960726,08-02-2011 0:00,08-11-2011 0:00,Department of Environmental Protection,Water System,,10011,WEST 23 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
